building_id,water_usage_liters,waste_produced_kg,recycled_waste_kg,occupancy_level,temperature_c,humidity_%,cloud_cover_%,wind_speed_kmph,dew_point_c,precipitation_mm,beam_irradiance_wm2,diffuse_irradiance_wm2,reflected_irradiance_wm2,is_peak_hour,day_type,solar_generation_kwh,energy_consumption_kwh,total_energy_saved_kwh,building
B2,217.53066302000715,24.909768065492724,9.346557371633276,0.81,-1.1499766704909753,50.738104199784765,17.02146348820048,11.71088196767734,17.83841109429163,5.158257984924495,590.3473719968066,389.8751755990392,24.781060406464512,1,Weekday,49.01,186.14,43.84,green_smart_campus_dataset
B1,440.8368622674504,19.88537004050271,13.823202055356733,0.93,6.429257142631251,67.61393864387328,2.222063951993836,2.442574192078706,4.075964946484371,9.655749797267385,518.8819723676895,86.97185185881699,15.810305514121517,1,Weekday,30.29,237.46,28.49,green_smart_campus_dataset
B1,602.1049941041044,27.16488603755996,5.0310773173050665,0.86,29.778364661515504,27.593688029649098,33.69831224412506,11.716034964588824,13.287237129224827,2.164369706323388,808.3322579757487,147.9703761877908,85.24262266549286,1,Weekday,47.82,294.18,36.94,green_smart_campus_dataset
B3,244.9408618779512,15.273563808752748,3.5973636536080686,0.71,-2.1091195097905224,87.28954696571705,86.53708015010581,2.03635536836001,22.70068440227657,4.995353977440402,191.2991473376061,138.63515107691268,65.55464816170257,0,Weekend,16.5,182.73,16.08,green_smart_campus_dataset
B1,592.8765835065321,20.10761049553697,10.123517128297978,0.77,30.03542885467805,72.51083766564452,4.346839932371482,17.05314888766335,-9.278067879518249,6.244865561076207,796.3772240896072,75.20443046075587,25.89210752405176,1,Weekday,43.58,291.71,33.4,green_smart_campus_dataset
B2,941.688503086742,20.750467015470683,10.976419702177504,0.99,15.971439334990048,64.18219428063048,42.89290590169175,19.75920562162719,-9.610912618296922,1.3801460547566624,318.65680015554403,390.2793092900096,82.56744825248742,0,Weekend,35.45,377.7,34.03,green_smart_campus_dataset
B2,284.31457448624417,15.434573545011832,10.632427265327738,0.36,11.330670957057034,42.14254399066365,76.22007729260825,24.059508180675977,16.95977382618497,0.4352208862330964,352.7312924649138,70.99093032641285,69.23165243384912,0,Weekday,21.19,193.52,18.09,green_smart_campus_dataset
B3,811.5525824604035,8.607801092187039,5.470436320299236,0.77,7.387222574058235,31.26688412197104,95.31825969108851,3.7200526782114105,12.623756802782731,0.1345995293147128,639.5083959880719,349.84111639801534,40.07073426835944,0,Weekday,49.47,346.09,42.28,green_smart_campus_dataset
B2,527.7368427007941,7.338985172808389,4.5308336302306325,0.5,6.884686325113677,48.65400746802612,98.54753990044324,13.310508388332604,0.2542902176551429,3.2469285660001623,911.7409825415846,318.85649860189375,43.85766447655653,0,Weekend,61.53,231.75,49.97,green_smart_campus_dataset
B2,724.1389716194705,5.416788764990828,14.38286319946862,0.75,7.232103297979151,66.31037184018409,42.19693806087417,14.188434188385465,7.303884597099184,0.7394729448486537,620.5662547937783,181.5534806150108,24.029934686834352,1,Weekday,40.11,320.8,29.32,green_smart_campus_dataset
B2,408.1892783881835,26.838356606130365,13.926193115779013,0.73,30.392123238407837,64.35968203961777,95.03842943791176,23.06191334452449,-8.532251704039593,8.037699525411146,684.0544139150383,56.582576920429645,85.17300347878663,1,Weekday,37.03,248.6,29.78,green_smart_campus_dataset
B1,327.59381003308664,10.911872805967365,7.402432538499484,0.41,23.95180920699142,46.78488085459001,3.541897328086374,15.681916014912856,-3.264403812356573,9.97319527161746,798.9351306447468,52.13356674365433,55.81059864793679,0,Weekday,42.55,213.97,35.23,green_smart_campus_dataset
B1,328.37009141698115,10.2876687320442,12.846714126161228,0.44,21.788920313246024,62.93004756831908,74.59169379985563,3.637741141133027,4.857373108450862,0.6130382173446403,333.39228309323806,121.39784424287312,60.13171689792945,0,Weekend,22.74,204.88,19.19,green_smart_campus_dataset
B2,256.3935565145157,23.40088501065164,7.332528686880145,0.74,26.949965958080032,76.96238068972832,64.27460346336129,10.90878309907973,19.19155456775188,4.327262759334396,844.5103055237282,222.8568030118276,89.51427236779729,1,Weekend,53.37,197.11,49.19,green_smart_campus_dataset
B3,348.5173639209944,13.000402827184791,6.941446253015146,0.39,5.284586520165799,21.83993406363249,24.95218575861523,16.36906321265626,6.788351400102968,0.2573212298257477,476.16413416043474,210.26849236480297,11.424755480778453,1,Weekday,34.32,208.46,27.65,green_smart_campus_dataset
B1,731.3755079911746,17.651117310295916,3.194681266390125,0.49,19.721712483270228,51.543473355119296,50.73185006796489,17.507110801732434,10.522687658409254,1.3399089075726325,258.09012414204625,254.85240179772464,16.023075627096283,1,Weekday,25.65,328.28,21.08,green_smart_campus_dataset
B3,905.3524894748064,9.062776632436409,6.969684790887619,0.88,13.40264955831804,73.09886599267537,12.955373776049562,21.57684996476434,20.581382719782315,3.2292256091067406,415.10627151501245,320.18575838126674,24.54210836738335,0,Weekend,36.76,387.69,35.72,green_smart_campus_dataset
B2,851.3005484729294,28.99364303654923,8.523837140397298,0.53,26.29766540800773,58.230112932436406,87.1597150951561,4.512677996109929,0.808661975609585,3.9369821305764985,321.5180005464028,182.074115201072,12.7034031779331,0,Weekend,25.18,360.98,23.31,green_smart_campus_dataset
B2,748.1074478995873,26.28953500043093,1.3150605840016103,0.64,7.370244418931421,65.60332615503489,35.78980855456479,23.78855366888746,14.524476238571957,9.3978294642864,305.8422446220813,106.12729342826108,69.23405409619596,0,Weekday,20.6,327.91,14.56,green_smart_campus_dataset
B1,288.34549072888217,26.594740574125083,7.21758207245569,0.96,20.72714467479583,56.16734748237394,62.60444704657166,1.4784853003898064,20.158354053738865,3.9583680875689584,354.30687884724955,330.0171208899484,67.04915213694886,1,Weekday,34.22,198.4,32.29,green_smart_campus_dataset
B2,431.3499570367599,15.16934371430013,11.938987057532804,0.46,30.288496472692536,89.43121812776177,15.877628628726226,24.59405336422255,-2.9084504756338143,4.9627765905740215,262.83773326788054,166.44173846592378,28.972171263608704,0,Weekday,21.46,241.94,21.4,green_smart_campus_dataset
B1,447.8455002579752,24.05903034267932,10.520644789239778,0.57,11.086019047797148,23.82350755423268,20.61648446312071,21.444177321660213,2.4767357801741365,2.455833682738664,700.9315813743787,150.40866422767274,23.446580039802527,0,Weekend,42.57,247.87,41.8,green_smart_campus_dataset
B2,399.96555711809697,8.596903884744505,9.89219784409509,0.72,-2.335116505301542,54.37313752406641,99.1956370803152,16.506819569054283,24.29335608612743,0.0012513875657549,621.9925813316055,317.5092134502324,23.111623124794605,1,Weekend,46.98,240.2,44.67,green_smart_campus_dataset
B2,612.0045277677784,5.215475064794507,13.733775998120835,0.83,15.642032893671711,26.39915843801624,75.30863944413294,18.37488750661054,24.412649767867386,8.993344567331352,683.5977036850857,376.9488033291005,95.7917271986778,1,Weekend,53.03,297.63,47.13,green_smart_campus_dataset
B1,628.443051903738,5.499323314450703,1.2524481375532202,0.93,8.838899512281039,31.18498934794993,96.19718697740709,1.817300147969911,-2.186952439712174,0.8171475703630482,409.3522514453444,370.2364487037649,72.41540757622674,1,Weekend,38.98,299.17,30.54,green_smart_campus_dataset
B1,485.50878013688816,19.66504343511401,8.798666206691278,0.94,21.889015221887,46.81268452927833,29.58511652120441,1.0369965723613097,-7.674395638758016,9.64248841036229,792.7600623166398,98.1048490500125,62.68859456185714,1,Weekday,44.54,266.19,39.92,green_smart_campus_dataset
B1,483.0313269891488,16.38487263119852,12.0228838777359,0.84,33.04131698994424,30.887806405034112,16.45628766198204,2.5441449137841383,-0.5177436041481496,1.3084410410026026,216.64786685874827,226.10535371425485,39.023818462458486,1,Weekend,22.14,246.44,20.12,green_smart_campus_dataset
B2,862.8444783248651,17.950383722712992,8.578695357817741,0.46,14.42433271987388,87.45810161696558,50.306846347883095,2.1839953666034444,3.9206185056290543,6.048784807504402,614.0230385152241,82.50459930486069,48.973887811791066,0,Weekend,34.83,351.49,27.32,green_smart_campus_dataset
B2,831.4342786557485,5.186578510430485,5.5345377361253085,0.32,13.647609206221354,86.27528437076114,49.466828222734335,13.684530836735878,5.43519603259073,9.99410587856637,347.9076750218265,386.3415856172399,18.04652930792869,0,Weekend,36.71,335.84,28.51,green_smart_campus_dataset
B3,446.2366653445965,15.567165491435643,2.90750791128769,0.57,21.18339200765841,43.52767523544227,17.494651375798785,5.3860996777947285,11.658220756564829,1.3846459606967587,574.8489106278503,125.3297600568938,99.83366992495012,1,Weekday,35.01,258.01,28.68,green_smart_campus_dataset
B1,931.0307550986074,22.95170403002152,13.425883005426678,0.4,-0.8600998562572926,64.78233984263757,73.32195695814102,21.505140930168164,21.48259660460412,4.239430849398243,391.27345771621526,119.10035116802116,77.95769172144713,0,Weekday,25.52,374.15,22.77,green_smart_campus_dataset
B2,962.2520136020048,16.067342549185895,7.590673493426442,0.8,5.140247557000585,57.36273244156503,36.17775344387341,11.143715576701805,1.5621804167506852,7.804236689714765,811.4605885821658,361.1099855522678,65.9307841145405,1,Weekday,58.63,406.46,46.2,green_smart_campus_dataset
B2,461.3940336240327,23.30548015780556,13.29361275779982,0.76,31.759173020015943,77.0910886361038,18.63652309305173,17.387761911456874,19.749458742472296,0.3219014984996826,902.1446549542852,388.74769429268775,62.8990475705094,0,Weekday,64.54,239.37,55.94,green_smart_campus_dataset
B1,483.5399590344439,10.825474109920869,9.201929714064356,0.33,21.79770453455065,63.92119268718595,33.19833945432884,16.321827324253995,-6.728237767568058,6.897827511400445,768.3231010344681,294.1712907533398,55.38829348298552,1,Weekend,53.12,284.6,51.51,green_smart_campus_dataset
B3,604.507322737567,25.328550112043136,10.43868963261001,0.89,-4.46223824066335,20.017671814339348,56.36586996350152,7.996325973242752,-8.534385535937485,0.8037333789079948,258.0253415643221,92.3517617947287,33.168468490722624,1,Weekend,17.52,300.44,13.82,green_smart_campus_dataset
B1,952.8966500269388,19.71078101133631,12.2596561612983,0.47,3.1850189023607958,73.42220699268171,72.64709321804432,6.079189338143226,7.641581409321144,2.365201422732264,347.38020854952606,220.04946368923584,30.37513631137604,0,Weekday,28.37,369.44,28.08,green_smart_campus_dataset
B3,901.0555465138492,10.269077485747657,10.228177624401882,0.6,22.31349064115596,72.27936849072827,48.18908860574845,8.56140713241588,-7.9118221834288285,1.6007616249336043,927.4222589665742,335.8117829215613,59.45792114703019,1,Weekday,63.16,393.96,53.18,green_smart_campus_dataset
B2,282.05437006687185,10.918011896345824,6.572767769505128,0.77,25.57596810250297,55.68058938965367,52.55949898283735,19.916459346245937,3.737143043198056,9.073364316469362,493.4981148923812,250.36701429788585,16.318073310215652,1,Weekday,37.19,193.32,27.16,green_smart_campus_dataset
B3,514.1845946171329,20.700761614238424,8.190867375001114,0.6,28.59438290696168,83.20432812631377,13.89459359427484,14.65692121049046,21.387234090423203,1.8045671678168085,947.0623684143402,96.40819915491711,16.702371898168213,1,Weekend,52.17,263.82,37.38,green_smart_campus_dataset
B2,642.6969517998175,25.748489830311083,12.24263734546232,0.61,6.687072135281795,83.59123439832811,91.4690924708232,6.338466562979384,-1.5480937327384332,0.404340955151572,453.2065199760401,110.16071232612974,60.47322428443151,0,Weekend,28.17,288.8,22.58,green_smart_campus_dataset
B1,602.5059780412321,15.39069455072888,6.231104149221778,0.35,32.24114385110251,56.673817369307805,92.87241979920444,20.446161076510755,14.70915212937161,5.876256784477621,956.5971945315972,352.4495865421817,92.78308433892153,0,Weekend,65.45,282.85,50.9,green_smart_campus_dataset
B1,355.0904543495142,11.457510728189806,6.433700394758959,0.58,17.117875743115697,62.55917618375764,68.34265904180037,1.368984652757668,0.5827887336523414,3.4618092540970204,933.165088959998,234.4602072906192,92.28446660168692,1,Weekend,58.38,220.4,55.64,green_smart_campus_dataset
B1,887.0534169345237,26.67529017276501,2.339661624812016,0.84,22.86156089551572,89.75654503472707,1.7631408934024706,17.479584374757383,-8.427798066525254,4.057062206413664,694.4742009879546,297.04287081834934,10.974547059471307,0,Weekday,49.58,362.72,45.68,green_smart_campus_dataset
B3,741.5526263974699,21.731707293770874,13.804182093104467,0.94,18.86955451119632,40.91741643679923,53.70742159033261,10.977520143732772,9.484170349360827,1.1906274486254698,107.94434361535257,180.57188418157267,19.66547940827048,0,Weekday,14.43,321.14,13.93,green_smart_campus_dataset
B2,870.3266998814429,16.20213718207691,2.2745084092361845,0.59,-0.0903978130151816,42.72320696180341,62.92189720886135,18.282259651647205,19.21987216878631,7.482344914331946,460.3012137783432,236.3699540215945,62.47699243828255,1,Weekend,34.83,375.07,30.54,green_smart_campus_dataset
B1,887.0114234795777,17.197504881982546,10.074928484279782,0.6,33.524586375395195,32.794173186444745,99.465422295811,23.18653200608567,4.3313956919916805,6.01553649643518,920.1116167260362,391.9860991356921,86.36281496255478,0,Weekend,65.6,344.0,54.49,green_smart_campus_dataset
B1,798.6846829325918,10.10641169840991,6.784722703239168,0.79,-0.0849768042338938,82.71068574105075,99.60669551947969,18.7508524486726,11.605283926033046,3.6421704474828,896.5992601973032,165.39606293884833,95.90041779911458,1,Weekday,53.1,339.14,41.48,green_smart_campus_dataset
B2,551.3684809997739,20.6700657516211,6.678671463576193,0.96,5.195278256447345,72.11418729644863,85.76112353255574,11.04913388278456,21.500825918020407,1.7157494376313598,268.64902008650233,286.17598462789607,87.45240034412014,1,Weekday,27.74,296.65,24.27,green_smart_campus_dataset
B1,688.4374040123396,13.968562763572216,10.513725712017576,0.49,27.545115208919206,27.39499942091693,6.383099202611353,3.7743920378470186,17.63930794579457,5.934517391705604,459.2642463721924,110.37694501833042,70.98518217668102,1,Weekday,28.48,320.88,25.22,green_smart_campus_dataset
B2,328.29232489579454,29.89112941685873,1.939312256818302,0.61,19.74387846004406,88.7237145838576,95.327639077873,20.158774395135843,-3.214326021251324,7.785972795073773,851.9589350915245,92.60895984111666,28.047256983031215,1,Weekend,47.23,205.3,38.63,green_smart_campus_dataset
B2,738.9163339799262,17.004587881547195,9.311880961320083,0.86,28.52596661505428,71.16731957127811,61.26612471519991,11.517638173034287,15.668438577775202,3.123972838671949,620.090067925049,324.27403894066043,16.53593265810661,0,Weekday,47.22,307.59,46.32,green_smart_campus_dataset
B2,343.4026045914246,17.147140154740327,11.808445003612968,0.73,15.629447534961797,79.53654767234822,80.08867704791794,1.8828080864282448,7.566255880605318,0.258603835385971,862.5693101015805,345.437873495508,14.276420441708025,1,Weekend,60.4,215.33,53.88,green_smart_campus_dataset
B2,755.1596724081254,19.146294685266795,12.59497861041232,0.38,10.079729414665394,23.370555242124063,40.71928496858536,17.97638494442165,16.108838276012964,2.14343984752984,843.9106460037067,283.9090933722954,65.08691061628701,0,Weekday,56.39,337.8,53.64,green_smart_campus_dataset
B2,383.6785286031749,27.91890007796867,3.387425451512854,0.74,31.8738199819114,55.34726432595173,31.96694712345898,7.296299147914742,7.308044268277637,6.823978188928292,916.7338062572348,105.36854314056627,13.256974361382197,0,Weekend,51.11,243.6,45.29,green_smart_campus_dataset
B3,294.041040120176,25.02045249649376,13.563866701094431,0.43,-3.549907299408206,68.90188007089276,46.3244145483808,1.222205737629631,-5.5214642562094,9.890963774569228,205.49852937512352,134.2057879748885,76.53159608189955,0,Weekday,16.99,209.46,13.51,green_smart_campus_dataset
B1,332.227592114366,16.278251744946036,10.186045285864193,0.66,29.24520881412184,58.00626092002889,14.687451296882692,22.568775374351944,9.94683063412337,0.1337623940877652,230.69362730816408,368.91149783328905,74.12236636158723,1,Weekday,29.98,202.64,27.61,green_smart_campus_dataset
B3,201.5937081752562,22.9674816493199,13.345967211489558,0.67,4.232711407511264,66.66532259894942,35.7066138753306,12.077527302347752,7.224689733906896,3.061535621321008,174.52812607214724,151.0464170799147,17.1649742299011,1,Weekday,16.28,168.66,12.52,green_smart_campus_dataset
B1,774.9916942828241,19.65588746951904,7.793930039542776,0.91,28.949453110158714,77.25118445133307,85.76174997682786,7.0240263293255385,8.127260677450462,0.6202087044883886,941.7419569858884,336.6011806689912,91.59601285331152,1,Weekday,63.92,330.89,56.18,green_smart_campus_dataset
B3,785.9208392467033,17.309176217531224,8.58846683136083,0.62,0.5678645366754242,46.203594407213735,3.795048626088149,17.909663947122787,20.76158587760546,3.163492877630322,527.6461459401039,150.07805111864056,56.97363597627721,1,Weekday,33.89,340.43,27.81,green_smart_campus_dataset
B2,611.9466799306076,9.807894319608764,13.866535878401397,0.5,18.20875854762162,79.40680729330968,15.087804682460447,22.147559442064093,21.3192966347188,4.0591434312742125,157.89275513420333,378.81189926320206,91.39947106039584,1,Weekday,26.84,293.05,19.99,green_smart_campus_dataset
B1,329.09024084430695,16.59840658637227,13.598733606965403,0.46,30.52431676045888,31.40412733357035,12.511615964948552,0.0076768758438872,5.873798736800142,9.20862091946255,389.3769122626371,370.0585194929511,91.144905056949,1,Weekend,37.97,205.83,31.29,green_smart_campus_dataset
B1,266.8434700085518,11.145464675564366,7.274252227166028,0.91,13.94158587595562,38.96202385184623,40.307554270022806,17.196304626053845,5.950621444803094,0.8056079940497873,416.2713770169702,65.14211077007579,27.733065749840648,1,Weekday,24.07,214.45,19.09,green_smart_campus_dataset
B3,215.3031731498296,27.871053746291366,4.841776842899544,0.42,24.86266695213572,23.034193394912805,99.69869008908616,19.17529235046053,8.03154356054156,7.7713405306576995,828.6038411290815,319.644895403593,44.25198651426563,0,Weekend,57.41,152.29,42.12,green_smart_campus_dataset
B3,332.5985415721766,13.385170337408674,6.504386083899698,0.6,27.186864714222335,45.50987679346758,17.33579302113827,5.248185681987325,8.185624741698994,3.9553439606296337,761.9292029538307,109.31161608204248,22.116370015343463,0,Weekday,43.56,200.97,41.26,green_smart_campus_dataset
B1,912.6844279865172,28.806600363334308,6.428700599416496,0.43,24.45976834867117,46.593668137688425,14.548264959926016,12.24059578525436,23.26355004626894,8.112628496669277,720.4483446063122,125.34506906723352,79.74802091226887,1,Weekday,42.29,364.1,35.93,green_smart_campus_dataset
B3,393.2294733613454,18.32638225236778,5.016136249759115,0.84,32.01318947498393,76.36894180450756,91.50557297761544,2.2321474729483954,12.72901635821227,5.134021853256213,119.67719733224088,210.9458243160165,55.37124239840763,1,Weekday,16.53,233.88,13.29,green_smart_campus_dataset
B3,483.4170617737725,20.788609466904006,4.760114460661532,0.63,12.873369220797144,65.71914692027592,88.20505169659657,18.66874706288369,-0.2890051789219612,0.3928203884341008,919.6262167837408,251.71135241230752,93.59268178554838,0,Weekday,58.57,234.11,49.87,green_smart_campus_dataset
B3,284.2763875850666,18.573511112233195,13.054881110716073,0.55,1.9250175666062308,50.57057907089666,3.224036999655444,21.18640046408381,8.603787893389647,9.462058847148388,293.9997402241674,164.02990163967218,28.739369338864964,1,Weekend,22.9,208.96,21.21,green_smart_campus_dataset
B2,377.88904379853625,8.234515424167522,1.978066889585264,0.55,-3.0875574519008087,65.64797850366237,75.1705960179315,2.7046664331165147,11.9528254017794,0.8273406343452183,666.15526422341,251.3841779439732,71.95308953673035,0,Weekday,45.88,213.36,32.37,green_smart_campus_dataset
B2,615.3796566241641,14.395530475198523,10.48655654939432,0.9,4.858394785500204,23.69483453609838,65.54657014764295,20.411506335820867,12.392010235488758,5.976835025337561,155.63713871027724,109.73042996939782,99.0313144995438,0,Weekday,13.27,274.85,11.47,green_smart_campus_dataset
B3,686.2021464765221,7.478652806940598,3.4194807203903324,0.69,0.7279001552096842,32.61900752128633,76.7740809852709,19.28925426211334,10.483897918336393,8.776677629335158,173.37348268484905,57.81817903336297,69.88431356388922,1,Weekday,11.56,298.25,9.75,green_smart_campus_dataset
B3,396.2818513329688,20.57385110458454,5.823082507516885,0.8,17.31794965737922,63.88634986692285,49.45024547959221,8.672833009272432,-3.779234588246193,0.7976979775019388,108.61956651710992,249.9285359266171,16.18965395476414,1,Weekend,17.93,222.23,17.35,green_smart_campus_dataset
B2,246.18572738009377,16.171854880010972,1.861602477887716,0.93,2.3978134884692803,64.89567734577116,99.13792184482956,17.257238248339583,-8.824238382217239,5.538933884160128,609.3348800907976,231.0953409868116,62.95819147256715,0,Weekend,42.02,180.78,36.42,green_smart_campus_dataset
B2,512.8262953019189,24.44962428927342,4.779630915976469,0.93,-3.442651708425153,74.1894261095199,4.384701871096319,0.0012030973577936,1.824506832839905,8.242898755244521,666.4417026552143,291.3788874265737,26.185847471311305,0,Weekday,47.89,262.89,35.5,green_smart_campus_dataset
B1,387.36269674106734,10.511762024984248,11.75789499564139,0.53,-3.560406845253285,48.20998313375216,23.437158640380574,23.294941361649965,4.963275409608874,9.863247086457958,145.4160729099059,277.43772168873863,12.745249967738385,1,Weekday,21.14,224.05,17.26,green_smart_campus_dataset
B1,375.6431385838416,9.114151460733371,13.39021454366162,0.97,28.262779934594462,70.57878676313094,39.65459869736151,13.759580882709322,-7.836851614836968,7.243274008140212,361.436396287635,364.1202330818844,40.14646275746927,0,Weekday,36.28,225.39,32.16,green_smart_campus_dataset
B2,967.8902421707642,15.158305774094195,4.101380126633138,0.32,18.657997257720996,67.87862327921326,44.97779415657032,15.508471601549989,18.52385683069461,2.7833437546329365,866.308972760215,210.81401705654105,33.94936747486592,1,Weekday,53.86,389.68,38.44,green_smart_campus_dataset
B3,693.0403887405793,28.164634580459527,7.489669749624905,0.56,9.323412075735128,87.43753648588944,92.13674026995189,16.616485338477467,2.0427103128595814,6.995703298454094,191.1775301406227,52.92931614252971,80.98938089341787,1,Weekend,12.21,290.98,11.79,green_smart_campus_dataset
B3,645.5027545376768,22.760545375310294,7.5845366711208895,0.93,30.76912170960988,35.05911584972754,56.000436407725886,14.034225430459168,21.977146116247663,7.057667693076394,294.8924480979981,270.7284385588989,43.63124869702904,1,Weekend,28.28,309.59,20.37,green_smart_campus_dataset
B3,532.6200828186575,15.473090619822967,13.230054280636278,0.49,-2.192135543691456,58.61756946268476,4.511099552039388,21.419097188486575,-4.595646225520719,6.999660121046174,481.95208762518433,286.29635036112643,75.96629023466768,1,Weekend,38.41,285.25,27.24,green_smart_campus_dataset
B3,543.1554667441154,17.931804243857762,11.679186740261276,0.49,34.212882909113034,62.12351094773285,40.78629634256619,15.242545803788598,-8.00727650719403,8.542604370931057,858.0466923698044,232.5232462885894,11.461509275439829,0,Weekend,54.53,276.68,38.2,green_smart_campus_dataset
B1,632.7240030704647,7.105325279427459,8.183081057152698,0.51,19.65167161017844,89.90535194539545,41.64904123690699,22.69399978101181,6.881063653521263,0.8738006251949093,329.36414902768377,291.2567045844255,11.333092009005195,1,Weekend,31.03,288.39,28.09,green_smart_campus_dataset
B2,757.1438456288857,29.614397409402827,10.390460806604828,0.73,2.3385701587539387,34.08288995166562,96.54909384377848,14.558290555850222,-3.3804732111002678,1.0841984541543337,997.423313827008,163.25433463265347,12.63821117928014,1,Weekend,58.03,335.23,48.56,green_smart_campus_dataset
B3,761.7168769454636,21.66018261737297,12.862970754731135,0.61,22.16276395907874,56.62526139771045,59.919709102110815,4.278060549514165,22.808974645225145,6.4061712422555805,419.7356318246755,102.08290611687772,29.74225976043224,0,Weekday,26.09,337.7,19.07,green_smart_campus_dataset
B1,337.35512616435966,12.135101711585564,1.1335453563576292,0.81,25.535250391342505,44.23297153995472,63.56510711589388,22.839063895982573,-9.639381054119136,9.53881096098188,447.8037926352608,282.5937823847423,43.65890065257055,0,Weekday,36.52,197.71,34.94,green_smart_campus_dataset
B3,600.0902016613015,19.645209855381108,6.640460434700681,0.93,12.17371133483098,56.81250780052999,71.32530312512708,17.04068745899442,4.441688627066224,4.65838638919246,209.8955838077149,135.81525022543502,64.70612228051691,0,Weekday,17.29,285.12,13.15,green_smart_campus_dataset
B2,529.5664760272816,7.73705915172485,13.7014043418791,0.77,29.465304249821894,36.24900214721741,77.00393156821232,17.480974860888903,22.43617199708089,9.60562701625675,712.1781107708777,209.7105682494717,98.73224972442756,1,Weekend,46.09,264.08,36.78,green_smart_campus_dataset
B1,896.4215730155073,29.14591672018959,11.36438243181532,0.44,1.0292962918588122,23.332866489924168,63.50510702024892,24.63704376429004,3.454637235541892,9.38085259516154,319.11866450603344,222.06795571407704,41.89686103128993,0,Weekday,27.06,360.18,20.38,green_smart_campus_dataset
B2,705.1351369747011,9.369624697084149,8.599779240677044,0.95,6.153503343104333,60.07958177283822,23.71943511339355,1.879913855239479,-6.741175178983873,9.029097382343195,665.9808357655417,217.019842663936,15.00930160814496,0,Weekend,44.15,307.02,43.18,green_smart_campus_dataset
B2,626.0032531327854,21.200757951380357,8.415023378491867,0.49,-1.2603055366404092,43.50980211025825,87.40459143411641,10.714815177379284,0.601323000162548,9.098509748640852,300.8419555626339,259.4572002879845,27.54101454992638,1,Weekday,28.01,309.87,25.98,green_smart_campus_dataset
B1,292.31571374313387,11.136361563473262,5.868781366462128,0.4,3.435113624294086,32.73589812239035,73.21198004106301,5.97738482466538,7.43036378420517,8.98318793327986,449.0850405038212,60.3087981240506,90.8066650433376,0,Weekend,25.47,189.66,23.36,green_smart_campus_dataset
B1,684.5103114587291,22.939034566213397,8.287287470981203,0.36,4.549152476445801,42.67548962546236,74.18704850969559,15.760661617841428,-3.519690942983342,8.198893835391821,871.0048827589758,396.38887322553086,72.9441271132938,0,Weekday,63.37,319.64,45.2,green_smart_campus_dataset
B1,293.7631245441867,24.420534181007028,10.175364792488343,0.69,31.705327636868404,23.449614101342146,99.65567392347492,20.1702920937018,6.329659680014167,6.949789586053303,765.0153203266631,300.7086658784999,81.11807416347038,0,Weekday,53.29,195.2,45.66,green_smart_campus_dataset
B1,469.7652604526016,21.835493222785814,6.857082538003104,0.38,-1.875612449953752,86.53095638630724,80.2526534863316,24.15776772231032,19.272011852504317,0.2440817859260824,239.1318099493511,198.8857236295669,21.17513851055133,0,Weekend,21.9,258.99,19.11,green_smart_campus_dataset
B1,314.2735718514655,20.362486506379813,10.998144049490437,0.4,12.096604807508378,60.68035404812823,82.91514031551532,11.364902673868002,20.541628956881457,1.3225359215605248,646.9373506366912,116.9655106015855,22.148828983675717,1,Weekday,38.2,213.86,31.12,green_smart_campus_dataset
B1,753.6589176194951,27.311727348800293,13.057251181645402,0.51,16.295947489076518,77.03380769429174,95.14055157101583,19.655455766065103,-8.275874285124376,1.3423205453146714,665.7765865064284,78.0620628551747,20.10214067904064,1,Weekend,37.19,345.43,29.62,green_smart_campus_dataset
B1,365.00169106892207,6.965667774743951,3.165587874588057,0.5,30.947722152086435,49.61827382834113,15.113399984889387,22.92628980100949,-4.368382468159927,0.2354028427958987,181.51162615167493,285.26664721914267,87.14522478785725,1,Weekday,23.34,219.25,22.3,green_smart_campus_dataset
B3,513.4874985504208,13.27286914450488,7.321658319443942,0.72,34.907848746448536,83.23202672963299,49.77273764780679,17.083135813397117,-0.3648452481618545,1.1670176842363666,519.2250889023422,160.9344652354954,28.8970847824244,0,Weekday,34.01,285.99,24.04,green_smart_campus_dataset
B2,916.5398220950228,11.207186990771149,6.712281277991135,0.87,25.13552459679343,53.83227550865774,58.05670235907876,6.0683138112442805,10.820304781066064,9.197464335671064,334.6015561008471,130.31746038745382,67.88365708417496,0,Weekday,23.25,379.18,20.64,green_smart_campus_dataset
B1,363.4531067191762,29.70034905163554,10.624507256696193,0.83,33.83163962276118,60.17617255404686,32.927572922245766,15.196353777694783,2.6348165577363485,6.63804286910786,520.4171284871347,182.9840354893167,56.454972956493314,0,Weekday,35.17,191.76,28.78,green_smart_campus_dataset
B3,606.2440511670234,14.734744491671837,4.498144513611011,0.48,26.48404530143495,54.425578604385976,83.94033438945056,24.248801195429664,19.54143197061264,3.120730182954224,799.3638921905875,257.52308073269853,58.99509206864683,1,Weekday,52.84,295.63,47.54,green_smart_campus_dataset
B3,535.4173289328176,23.31531748100997,9.963512809331869,0.47,33.528105638856665,71.32948071073561,76.24196216457234,24.68884572153913,15.083515389902818,7.9336001223668,242.43360382928773,285.0968258394004,27.58918225521414,0,Weekend,26.38,251.48,20.03,green_smart_campus_dataset
